<TICKER>;<PER>;<DATE>;<TIME>;<LAST>;<VOL>
SPFB.RTS;0;20230428;105003;101040.000000000;1
SPFB.RTS;0;20230428;105003;101030.000000000;1
SPFB.RTS;0;20230428;105003;101020.000000000;1
SPFB.RTS;0;20230428;105006;101010.000000000;1
SPFB.RTS;0;20230428;105006;101010.000000000;2
SPFB.RTS;0;20230428;105006;101010.000000000;3
SPFB.RTS;0;20230428;105007;101000.000000000;1
SPFB.RTS;0;20230428;105007;101000.000000000;1
SPFB.RTS;0;20230428;105008;101000.000000000;1
SPFB.RTS;0;20230428;105008;101000.000000000;2
SPFB.RTS;0;20230428;105009;101020.000000000;2
SPFB.RTS;0;20230428;105009;101020.000000000;2
SPFB.RTS;0;20230428;105009;101020.000000000;1
SPFB.RTS;0;20230428;105009;101020.000000000;1
SPFB.RTS;0;20230428;105009;101020.000000000;1
SPFB.RTS;0;20230428;105009;101030.000000000;2
SPFB.RTS;0;20230428;105009;101030.000000000;1
SPFB.RTS;0;20230428;105016;101020.000000000;1
SPFB.RTS;0;20230428;105016;101020.000000000;2
SPFB.RTS;0;20230428;105019;101010.000000000;2
SPFB.RTS;0;20230428;105019;101010.000000000;1
SPFB.RTS;0;20230428;105019;101010.000000000;2
SPFB.RTS;0;20230428;105019;101000.000000000;3
SPFB.RTS;0;20230428;105020;101000.000000000;2
SPFB.RTS;0;20230428;105020;101000.000000000;1
SPFB.RTS;0;20230428;105020;101000.000000000;1
SPFB.RTS;0;20230428;105021;101000.000000000;1
SPFB.RTS;0;20230428;105021;101000.000000000;3
SPFB.RTS;0;20230428;105021;101000.000000000;2
SPFB.RTS;0;20230428;105021;101000.000000000;2
SPFB.RTS;0;20230428;105021;101000.000000000;4
SPFB.RTS;0;20230428;105023;101000.000000000;1
SPFB.RTS;0;20230428;105024;101000.000000000;2
SPFB.RTS;0;20230428;105024;101000.000000000;3
SPFB.RTS;0;20230428;105024;101000.000000000;1
SPFB.RTS;0;20230428;105024;100990.000000000;1
SPFB.RTS;0;20230428;105024;100990.000000000;1
SPFB.RTS;0;20230428;105024;100990.000000000;3
SPFB.RTS;0;20230428;105024;100990.000000000;2
SPFB.RTS;0;20230428;105024;100990.000000000;1
SPFB.RTS;0;20230428;105025;100990.000000000;1
SPFB.RTS;0;20230428;105025;100990.000000000;1
SPFB.RTS;0;20230428;105025;100990.000000000;2
SPFB.RTS;0;20230428;105025;100990.000000000;2
SPFB.RTS;0;20230428;105025;100990.000000000;2
SPFB.RTS;0;20230428;105025;100990.000000000;1
SPFB.RTS;0;20230428;105025;100990.000000000;1
SPFB.RTS;0;20230428;105025;100990.000000000;2
SPFB.RTS;0;20230428;105026;101000.000000000;1
SPFB.RTS;0;20230428;105026;101000.000000000;1
SPFB.RTS;0;20230428;105026;101000.000000000;1
SPFB.RTS;0;20230428;105028;100990.000000000;1
SPFB.RTS;0;20230428;105028;100990.000000000;1
SPFB.RTS;0;20230428;105029;100990.000000000;1
SPFB.RTS;0;20230428;105029;100990.000000000;1
SPFB.RTS;0;20230428;105029;100990.000000000;1
SPFB.RTS;0;20230428;105029;100980.000000000;2
SPFB.RTS;0;20230428;105029;100980.000000000;20
SPFB.RTS;0;20230428;105029;100980.000000000;1
SPFB.RTS;0;20230428;105029;100980.000000000;1
SPFB.RTS;0;20230428;105029;100980.000000000;1
SPFB.RTS;0;20230428;105029;100980.000000000;1
SPFB.RTS;0;20230428;105029;100980.000000000;2
SPFB.RTS;0;20230428;105029;100980.000000000;1
SPFB.RTS;0;20230428;105029;100980.000000000;1
SPFB.RTS;0;20230428;105029;100980.000000000;2
SPFB.RTS;0;20230428;105029;100980.000000000;1
SPFB.RTS;0;20230428;105029;100970.000000000;1
SPFB.RTS;0;20230428;105030;100980.000000000;1
SPFB.RTS;0;20230428;105030;100980.000000000;1
SPFB.RTS;0;20230428;105035;100980.000000000;1
SPFB.RTS;0;20230428;105036;100980.000000000;1
SPFB.RTS;0;20230428;105036;100980.000000000;1
SPFB.RTS;0;20230428;105036;100980.000000000;2
SPFB.RTS;0;20230428;105036;100980.000000000;1
SPFB.RTS;0;20230428;105036;100970.000000000;1
SPFB.RTS;0;20230428;105036;100970.000000000;2
SPFB.RTS;0;20230428;105036;100970.000000000;1
SPFB.RTS;0;20230428;105036;100970.000000000;1
SPFB.RTS;0;20230428;105036;100970.000000000;1
SPFB.RTS;0;20230428;105036;100970.000000000;1
SPFB.RTS;0;20230428;105036;100970.000000000;1
SPFB.RTS;0;20230428;105036;100970.000000000;1
SPFB.RTS;0;20230428;105037;100970.000000000;2
SPFB.RTS;0;20230428;105037;100970.000000000;2
SPFB.RTS;0;20230428;105038;100970.000000000;1
SPFB.RTS;0;20230428;105038;100970.000000000;2
SPFB.RTS;0;20230428;105039;100970.000000000;3
SPFB.RTS;0;20230428;105039;100970.000000000;1
SPFB.RTS;0;20230428;105039;100970.000000000;1
SPFB.RTS;0;20230428;105041;100970.000000000;1
SPFB.RTS;0;20230428;105041;100970.000000000;1
SPFB.RTS;0;20230428;105052;100980.000000000;1
SPFB.RTS;0;20230428;105053;100970.000000000;1
SPFB.RTS;0;20230428;105055;100970.000000000;1
SPFB.RTS;0;20230428;105055;100970.000000000;2
SPFB.RTS;0;20230428;105055;100970.000000000;1
SPFB.RTS;0;20230428;105056;100960.000000000;2
SPFB.RTS;0;20230428;105056;100960.000000000;1
SPFB.RTS;0;20230428;105056;100960.000000000;1
SPFB.RTS;0;20230428;105056;100960.000000000;1
SPFB.RTS;0;20230428;105059;100970.000000000;2
SPFB.RTS;0;20230428;105059;100970.000000000;2
SPFB.RTS;0;20230428;105059;100970.000000000;1
SPFB.RTS;0;20230428;105059;100970.000000000;2
SPFB.RTS;0;20230428;105059;100970.000000000;2
SPFB.RTS;0;20230428;105059;100980.000000000;1
SPFB.RTS;0;20230428;105059;100980.000000000;2
SPFB.RTS;0;20230428;105059;100980.000000000;1
SPFB.RTS;0;20230428;105101;100980.000000000;3
SPFB.RTS;0;20230428;105101;100980.000000000;3
SPFB.RTS;0;20230428;105101;100980.000000000;1
SPFB.RTS;0;20230428;105101;100960.000000000;1
SPFB.RTS;0;20230428;105101;100960.000000000;1
SPFB.RTS;0;20230428;105102;100960.000000000;10
SPFB.RTS;0;20230428;105102;100950.000000000;2
SPFB.RTS;0;20230428;105102;100950.000000000;1
SPFB.RTS;0;20230428;105102;100950.000000000;1
SPFB.RTS;0;20230428;105102;100950.000000000;6
SPFB.RTS;0;20230428;105103;100950.000000000;1
SPFB.RTS;0;20230428;105108;100960.000000000;1
SPFB.RTS;0;20230428;105108;100960.000000000;1
SPFB.RTS;0;20230428;105116;100960.000000000;1
SPFB.RTS;0;20230428;105136;100960.000000000;1
SPFB.RTS;0;20230428;105152;100970.000000000;2
SPFB.RTS;0;20230428;105152;100970.000000000;1
SPFB.RTS;0;20230428;105152;100970.000000000;1
SPFB.RTS;0;20230428;105152;100970.000000000;1
SPFB.RTS;0;20230428;105152;100970.000000000;1
SPFB.RTS;0;20230428;105152;100970.000000000;1
SPFB.RTS;0;20230428;105152;100970.000000000;1
SPFB.RTS;0;20230428;105152;100970.000000000;1
SPFB.RTS;0;20230428;105152;100970.000000000;1
SPFB.RTS;0;20230428;105152;100970.000000000;1
SPFB.RTS;0;20230428;105152;100970.000000000;1
SPFB.RTS;0;20230428;105152;100970.000000000;1
SPFB.RTS;0;20230428;105152;100970.000000000;2
SPFB.RTS;0;20230428;105152;100970.000000000;1
SPFB.RTS;0;20230428;105152;100970.000000000;1
SPFB.RTS;0;20230428;105152;100980.000000000;1
SPFB.RTS;0;20230428;105152;100980.000000000;1
SPFB.RTS;0;20230428;105152;100980.000000000;1
SPFB.RTS;0;20230428;105152;100980.000000000;3
SPFB.RTS;0;20230428;105152;100980.000000000;1
SPFB.RTS;0;20230428;105152;100980.000000000;1
SPFB.RTS;0;20230428;105152;100980.000000000;2
SPFB.RTS;0;20230428;105152;100980.000000000;2
SPFB.RTS;0;20230428;105152;100980.000000000;2
SPFB.RTS;0;20230428;105152;100980.000000000;2
SPFB.RTS;0;20230428;105152;100970.000000000;1
SPFB.RTS;0;20230428;105152;100970.000000000;1
SPFB.RTS;0;20230428;105152;100970.000000000;1
SPFB.RTS;0;20230428;105157;100960.000000000;1
SPFB.RTS;0;20230428;105157;100960.000000000;1
SPFB.RTS;0;20230428;105158;100960.000000000;2
SPFB.RTS;0;20230428;105159;100960.000000000;2
SPFB.RTS;0;20230428;105200;100970.000000000;2
SPFB.RTS;0;20230428;105200;100970.000000000;2
SPFB.RTS;0;20230428;105200;100970.000000000;1
SPFB.RTS;0;20230428;105200;100970.000000000;1
SPFB.RTS;0;20230428;105200;100970.000000000;2
SPFB.RTS;0;20230428;105201;100980.000000000;1
SPFB.RTS;0;20230428;105202;100990.000000000;1
SPFB.RTS;0;20230428;105202;100990.000000000;1
SPFB.RTS;0;20230428;105202;100990.000000000;4
SPFB.RTS;0;20230428;105202;100990.000000000;7
SPFB.RTS;0;20230428;105202;100990.000000000;3
SPFB.RTS;0;20230428;105205;101000.000000000;1
SPFB.RTS;0;20230428;105205;101000.000000000;1
SPFB.RTS;0;20230428;105205;101000.000000000;2
SPFB.RTS;0;20230428;105205;101000.000000000;1
SPFB.RTS;0;20230428;105205;101000.000000000;1
SPFB.RTS;0;20230428;105205;101010.000000000;1
SPFB.RTS;0;20230428;105205;101010.000000000;1
SPFB.RTS;0;20230428;105205;101010.000000000;1
SPFB.RTS;0;20230428;105205;101010.000000000;1
SPFB.RTS;0;20230428;105207;101020.000000000;3
SPFB.RTS;0;20230428;105207;101020.000000000;2
SPFB.RTS;0;20230428;105207;101020.000000000;1
SPFB.RTS;0;20230428;105207;101020.000000000;1
SPFB.RTS;0;20230428;105207;101020.000000000;1
SPFB.RTS;0;20230428;105207;101030.000000000;2
SPFB.RTS;0;20230428;105207;101020.000000000;1
SPFB.RTS;0;20230428;105207;101020.000000000;1
SPFB.RTS;0;20230428;105207;101020.000000000;1
SPFB.RTS;0;20230428;105207;101010.000000000;1
SPFB.RTS;0;20230428;105207;101010.000000000;1
SPFB.RTS;0;20230428;105207;101020.000000000;1
SPFB.RTS;0;20230428;105209;101030.000000000;1
SPFB.RTS;0;20230428;105209;101030.000000000;1
SPFB.RTS;0;20230428;105210;101030.000000000;1
SPFB.RTS;0;20230428;105210;101030.000000000;12
SPFB.RTS;0;20230428;105210;101030.000000000;1
SPFB.RTS;0;20230428;105210;101030.000000000;1
SPFB.RTS;0;20230428;105210;101030.000000000;2
SPFB.RTS;0;20230428;105212;101040.000000000;1
SPFB.RTS;0;20230428;105212;101040.000000000;1
SPFB.RTS;0;20230428;105212;101040.000000000;1
SPFB.RTS;0;20230428;105212;101040.000000000;1
SPFB.RTS;0;20230428;105212;101040.000000000;1
SPFB.RTS;0;20230428;105212;101040.000000000;1
SPFB.RTS;0;20230428;105212;101040.000000000;1
SPFB.RTS;0;20230428;105212;101040.000000000;1
SPFB.RTS;0;20230428;105212;101040.000000000;1
SPFB.RTS;0;20230428;105212;101040.000000000;1
SPFB.RTS;0;20230428;105212;101040.000000000;1
SPFB.RTS;0;20230428;105213;101050.000000000;3
SPFB.RTS;0;20230428;105213;101050.000000000;2
SPFB.RTS;0;20230428;105213;101050.000000000;2
SPFB.RTS;0;20230428;105213;101050.000000000;1
SPFB.RTS;0;20230428;105213;101050.000000000;2
SPFB.RTS;0;20230428;105213;101050.000000000;1
SPFB.RTS;0;20230428;105213;101050.000000000;2
SPFB.RTS;0;20230428;105213;101050.000000000;1
SPFB.RTS;0;20230428;105213;101050.000000000;1
SPFB.RTS;0;20230428;105213;101050.000000000;1
SPFB.RTS;0;20230428;105213;101050.000000000;1
SPFB.RTS;0;20230428;105213;101050.000000000;1
SPFB.RTS;0;20230428;105213;101050.000000000;1
SPFB.RTS;0;20230428;105213;101050.000000000;1
SPFB.RTS;0;20230428;105213;101050.000000000;1
SPFB.RTS;0;20230428;105213;101050.000000000;1
SPFB.RTS;0;20230428;105213;101050.000000000;1
SPFB.RTS;0;20230428;105213;101050.000000000;1
SPFB.RTS;0;20230428;105213;101050.000000000;1
SPFB.RTS;0;20230428;105214;101050.000000000;1
SPFB.RTS;0;20230428;105214;101050.000000000;2
SPFB.RTS;0;20230428;105214;101050.000000000;1
SPFB.RTS;0;20230428;105215;101050.000000000;2
SPFB.RTS;0;20230428;105215;101050.000000000;1
SPFB.RTS;0;20230428;105215;101060.000000000;1
SPFB.RTS;0;20230428;105215;101060.000000000;1
SPFB.RTS;0;20230428;105215;101060.000000000;1
SPFB.RTS;0;20230428;105215;101060.000000000;1
SPFB.RTS;0;20230428;105217;101060.000000000;1
SPFB.RTS;0;20230428;105217;101060.000000000;3
SPFB.RTS;0;20230428;105217;101050.000000000;1
SPFB.RTS;0;20230428;105219;101050.000000000;1
SPFB.RTS;0;20230428;105219;101060.000000000;2
SPFB.RTS;0;20230428;105220;101060.000000000;2
SPFB.RTS;0;20230428;105220;101060.000000000;7
SPFB.RTS;0;20230428;105220;101060.000000000;1
SPFB.RTS;0;20230428;105220;101060.000000000;1
SPFB.RTS;0;20230428;105220;101060.000000000;1
SPFB.RTS;0;20230428;105220;101060.000000000;1
SPFB.RTS;0;20230428;105220;101060.000000000;2
SPFB.RTS;0;20230428;105220;101060.000000000;1
SPFB.RTS;0;20230428;105220;101070.000000000;5
SPFB.RTS;0;20230428;105220;101070.000000000;2
SPFB.RTS;0;20230428;105220;101070.000000000;1
SPFB.RTS;0;20230428;105220;101050.000000000;1
SPFB.RTS;0;20230428;105220;101070.000000000;1
SPFB.RTS;0;20230428;105220;101070.000000000;1
SPFB.RTS;0;20230428;105220;101070.000000000;1
SPFB.RTS;0;20230428;105220;101070.000000000;1
SPFB.RTS;0;20230428;105220;101070.000000000;1
SPFB.RTS;0;20230428;105220;101070.000000000;4
SPFB.RTS;0;20230428;105220;101070.000000000;1
SPFB.RTS;0;20230428;105220;101070.000000000;3
SPFB.RTS;0;20230428;105221;101060.000000000;1
SPFB.RTS;0;20230428;105221;101070.000000000;2
SPFB.RTS;0;20230428;105221;101070.000000000;1
SPFB.RTS;0;20230428;105221;101070.000000000;1
SPFB.RTS;0;20230428;105221;101070.000000000;1
SPFB.RTS;0;20230428;105221;101070.000000000;3
SPFB.RTS;0;20230428;105221;101060.000000000;1
SPFB.RTS;0;20230428;105221;101060.000000000;1
SPFB.RTS;0;20230428;105221;101070.000000000;5
SPFB.RTS;0;20230428;105222;101070.000000000;4
SPFB.RTS;0;20230428;105222;101070.000000000;1
SPFB.RTS;0;20230428;105222;101070.000000000;1
SPFB.RTS;0;20230428;105222;101070.000000000;1
SPFB.RTS;0;20230428;105222;101070.000000000;2
SPFB.RTS;0;20230428;105222;101070.000000000;2
SPFB.RTS;0;20230428;105222;101070.000000000;1
SPFB.RTS;0;20230428;105222;101070.000000000;1
SPFB.RTS;0;20230428;105222;101070.000000000;1
SPFB.RTS;0;20230428;105222;101080.000000000;1
SPFB.RTS;0;20230428;105222;101080.000000000;1
SPFB.RTS;0;20230428;105222;101080.000000000;2
SPFB.RTS;0;20230428;105222;101080.000000000;1
SPFB.RTS;0;20230428;105222;101080.000000000;2
SPFB.RTS;0;20230428;105222;101080.000000000;2
SPFB.RTS;0;20230428;105222;101080.000000000;1
SPFB.RTS;0;20230428;105222;101080.000000000;1
SPFB.RTS;0;20230428;105222;101080.000000000;1
SPFB.RTS;0;20230428;105222;101080.000000000;1
SPFB.RTS;0;20230428;105222;101080.000000000;1
SPFB.RTS;0;20230428;105222;101080.000000000;2
SPFB.RTS;0;20230428;105222;101090.000000000;2
SPFB.RTS;0;20230428;105222;101090.000000000;3
SPFB.RTS;0;20230428;105222;101090.000000000;1
SPFB.RTS;0;20230428;105222;101070.000000000;2
SPFB.RTS;0;20230428;105222;101070.000000000;2
SPFB.RTS;0;20230428;105222;101070.000000000;2
SPFB.RTS;0;20230428;105222;101070.000000000;2
SPFB.RTS;0;20230428;105222;101060.000000000;1
SPFB.RTS;0;20230428;105222;101060.000000000;1
SPFB.RTS;0;20230428;105222;101060.000000000;2
SPFB.RTS;0;20230428;105222;101060.000000000;1
SPFB.RTS;0;20230428;105222;101060.000000000;2
SPFB.RTS;0;20230428;105222;101060.000000000;1
SPFB.RTS;0;20230428;105222;101060.000000000;1
SPFB.RTS;0;20230428;105222;101060.000000000;1
SPFB.RTS;0;20230428;105222;101060.000000000;2
SPFB.RTS;0;20230428;105222;101050.000000000;1
SPFB.RTS;0;20230428;105223;101050.000000000;1
SPFB.RTS;0;20230428;105223;101050.000000000;2
SPFB.RTS;0;20230428;105223;101050.000000000;2
SPFB.RTS;0;20230428;105223;101050.000000000;2
SPFB.RTS;0;20230428;105223;101060.000000000;1
SPFB.RTS;0;20230428;105223;101070.000000000;1
SPFB.RTS;0;20230428;105223;101070.000000000;2
SPFB.RTS;0;20230428;105223;101070.000000000;1
SPFB.RTS;0;20230428;105223;101080.000000000;2
SPFB.RTS;0;20230428;105223;101080.000000000;1
SPFB.RTS;0;20230428;105223;101070.000000000;1
SPFB.RTS;0;20230428;105224;101070.000000000;1
SPFB.RTS;0;20230428;105225;101070.000000000;1
SPFB.RTS;0;20230428;105225;101060.000000000;1
SPFB.RTS;0;20230428;105225;101060.000000000;1
SPFB.RTS;0;20230428;105226;101060.000000000;1
SPFB.RTS;0;20230428;105226;101060.000000000;1
SPFB.RTS;0;20230428;105227;101070.000000000;1
SPFB.RTS;0;20230428;105228;101070.000000000;1
SPFB.RTS;0;20230428;105230;101050.000000000;3
SPFB.RTS;0;20230428;105233;101060.000000000;1
SPFB.RTS;0;20230428;105233;101070.000000000;1
SPFB.RTS;0;20230428;105233;101070.000000000;1
SPFB.RTS;0;20230428;105234;101070.000000000;1
SPFB.RTS;0;20230428;105234;101070.000000000;2
SPFB.RTS;0;20230428;105234;101070.000000000;1
SPFB.RTS;0;20230428;105237;101070.000000000;1
SPFB.RTS;0;20230428;105237;101080.000000000;1
SPFB.RTS;0;20230428;105237;101060.000000000;1
SPFB.RTS;0;20230428;105237;101050.000000000;2
SPFB.RTS;0;20230428;105237;101050.000000000;1
SPFB.RTS;0;20230428;105237;101050.000000000;1
SPFB.RTS;0;20230428;105237;101050.000000000;3
SPFB.RTS;0;20230428;105237;101050.000000000;1
SPFB.RTS;0;20230428;105237;101040.000000000;1
SPFB.RTS;0;20230428;105237;101040.000000000;1
SPFB.RTS;0;20230428;105237;101040.000000000;1
SPFB.RTS;0;20230428;105237;101040.000000000;1
SPFB.RTS;0;20230428;105237;101040.000000000;1
SPFB.RTS;0;20230428;105237;101040.000000000;1
SPFB.RTS;0;20230428;105237;101040.000000000;1
SPFB.RTS;0;20230428;105237;101040.000000000;1
SPFB.RTS;0;20230428;105237;101040.000000000;1
SPFB.RTS;0;20230428;105237;101040.000000000;1
SPFB.RTS;0;20230428;105237;101040.000000000;2
SPFB.RTS;0;20230428;105249;101060.000000000;2
SPFB.RTS;0;20230428;105249;101050.000000000;2
SPFB.RTS;0;20230428;105249;101050.000000000;2
SPFB.RTS;0;20230428;105249;101050.000000000;2
SPFB.RTS;0;20230428;105250;101050.000000000;1
SPFB.RTS;0;20230428;105252;101050.000000000;7
SPFB.RTS;0;20230428;105256;101050.000000000;7
SPFB.RTS;0;20230428;105256;101050.000000000;4
SPFB.RTS;0;20230428;105256;101050.000000000;6
SPFB.RTS;0;20230428;105256;101040.000000000;2
SPFB.RTS;0;20230428;105256;101040.000000000;2
SPFB.RTS;0;20230428;105256;101040.000000000;2
SPFB.RTS;0;20230428;105256;101040.000000000;1
SPFB.RTS;0;20230428;105256;101040.000000000;1
SPFB.RTS;0;20230428;105256;101040.000000000;1
SPFB.RTS;0;20230428;105256;101040.000000000;1
SPFB.RTS;0;20230428;105256;101040.000000000;3
SPFB.RTS;0;20230428;105256;101040.000000000;2
SPFB.RTS;0;20230428;105256;101040.000000000;2
SPFB.RTS;0;20230428;105256;101030.000000000;2
SPFB.RTS;0;20230428;105256;101030.000000000;1
SPFB.RTS;0;20230428;105256;101030.000000000;1
SPFB.RTS;0;20230428;105256;101030.000000000;2
SPFB.RTS;0;20230428;105256;101030.000000000;1
SPFB.RTS;0;20230428;105256;101030.000000000;1
SPFB.RTS;0;20230428;105256;101030.000000000;1
SPFB.RTS;0;20230428;105258;101030.000000000;2
SPFB.RTS;0;20230428;105258;101030.000000000;2
SPFB.RTS;0;20230428;105258;101030.000000000;2
SPFB.RTS;0;20230428;105258;101030.000000000;2
SPFB.RTS;0;20230428;105258;101040.000000000;1
SPFB.RTS;0;20230428;105302;101030.000000000;1
SPFB.RTS;0;20230428;105304;101050.000000000;2
SPFB.RTS;0;20230428;105304;101060.000000000;1
SPFB.RTS;0;20230428;105304;101060.000000000;1
SPFB.RTS;0;20230428;105304;101040.000000000;2
SPFB.RTS;0;20230428;105304;101040.000000000;1
SPFB.RTS;0;20230428;105304;101030.000000000;2
SPFB.RTS;0;20230428;105304;101030.000000000;1
SPFB.RTS;0;20230428;105304;101030.000000000;3
SPFB.RTS;0;20230428;105305;101040.000000000;1
SPFB.RTS;0;20230428;105311;101050.000000000;1
SPFB.RTS;0;20230428;105311;101060.000000000;1
SPFB.RTS;0;20230428;105311;101060.000000000;10
SPFB.RTS;0;20230428;105312;101050.000000000;2
SPFB.RTS;0;20230428;105312;101050.000000000;1
SPFB.RTS;0;20230428;105312;101040.000000000;2
SPFB.RTS;0;20230428;105312;101040.000000000;1
SPFB.RTS;0;20230428;105312;101040.000000000;2
SPFB.RTS;0;20230428;105312;101040.000000000;2
SPFB.RTS;0;20230428;105312;101040.000000000;1
SPFB.RTS;0;20230428;105312;101040.000000000;2
SPFB.RTS;0;20230428;105312;101040.000000000;1
SPFB.RTS;0;20230428;105312;101040.000000000;3
SPFB.RTS;0;20230428;105312;101030.000000000;1
SPFB.RTS;0;20230428;105312;101030.000000000;1
SPFB.RTS;0;20230428;105312;101030.000000000;3
SPFB.RTS;0;20230428;105312;101030.000000000;1
SPFB.RTS;0;20230428;105312;101030.000000000;2
SPFB.RTS;0;20230428;105312;101030.000000000;1
SPFB.RTS;0;20230428;105312;101030.000000000;1
SPFB.RTS;0;20230428;105312;101030.000000000;1
SPFB.RTS;0;20230428;105312;101020.000000000;2
SPFB.RTS;0;20230428;105312;101020.000000000;2
SPFB.RTS;0;20230428;105312;101020.000000000;1
SPFB.RTS;0;20230428;105312;101020.000000000;1
SPFB.RTS;0;20230428;105312;101020.000000000;3
SPFB.RTS;0;20230428;105312;101020.000000000;1
SPFB.RTS;0;20230428;105312;101020.000000000;1
SPFB.RTS;0;20230428;105312;101020.000000000;1
SPFB.RTS;0;20230428;105312;101020.000000000;1
SPFB.RTS;0;20230428;105312;101020.000000000;1
SPFB.RTS;0;20230428;105312;101020.000000000;3
SPFB.RTS;0;20230428;105312;101020.000000000;1
SPFB.RTS;0;20230428;105312;101010.000000000;1
SPFB.RTS;0;20230428;105312;101010.000000000;1
SPFB.RTS;0;20230428;105312;101010.000000000;3
SPFB.RTS;0;20230428;105312;101010.000000000;1
SPFB.RTS;0;20230428;105312;101010.000000000;2
SPFB.RTS;0;20230428;105312;101010.000000000;2
SPFB.RTS;0;20230428;105312;101010.000000000;1
SPFB.RTS;0;20230428;105312;101010.000000000;1
SPFB.RTS;0;20230428;105312;101010.000000000;1
SPFB.RTS;0;20230428;105312;101010.000000000;1
SPFB.RTS;0;20230428;105312;101030.000000000;1
SPFB.RTS;0;20230428;105314;101020.000000000;1
SPFB.RTS;0;20230428;105315;101010.000000000;1
SPFB.RTS;0;20230428;105315;101010.000000000;1
SPFB.RTS;0;20230428;105315;101010.000000000;1
SPFB.RTS;0;20230428;105315;101010.000000000;1
SPFB.RTS;0;20230428;105320;101010.000000000;1
SPFB.RTS;0;20230428;105320;101010.000000000;1
SPFB.RTS;0;20230428;105320;101010.000000000;1
SPFB.RTS;0;20230428;105320;101000.000000000;2
SPFB.RTS;0;20230428;105320;101000.000000000;1
SPFB.RTS;0;20230428;105321;101010.000000000;1
SPFB.RTS;0;20230428;105321;101010.000000000;1
SPFB.RTS;0;20230428;105321;101000.000000000;2
SPFB.RTS;0;20230428;105321;101000.000000000;1
SPFB.RTS;0;20230428;105321;100990.000000000;1
SPFB.RTS;0;20230428;105321;100990.000000000;1
SPFB.RTS;0;20230428;105321;100990.000000000;1
SPFB.RTS;0;20230428;105321;100990.000000000;1
SPFB.RTS;0;20230428;105321;100990.000000000;1
SPFB.RTS;0;20230428;105321;100990.000000000;1
SPFB.RTS;0;20230428;105321;100990.000000000;1
SPFB.RTS;0;20230428;105321;101000.000000000;1
SPFB.RTS;0;20230428;105321;101000.000000000;1
SPFB.RTS;0;20230428;105321;101000.000000000;1
SPFB.RTS;0;20230428;105321;101000.000000000;1
SPFB.RTS;0;20230428;105321;100990.000000000;1
SPFB.RTS;0;20230428;105321;100990.000000000;1
SPFB.RTS;0;20230428;105321;101000.000000000;1
SPFB.RTS;0;20230428;105327;101010.000000000;1
SPFB.RTS;0;20230428;105328;101010.000000000;1
SPFB.RTS;0;20230428;105328;101010.000000000;1
SPFB.RTS;0;20230428;105328;101020.000000000;2
SPFB.RTS;0;20230428;105328;101020.000000000;1
SPFB.RTS;0;20230428;105328;101020.000000000;1
SPFB.RTS;0;20230428;105328;101030.000000000;3
SPFB.RTS;0;20230428;105328;101030.000000000;1
SPFB.RTS;0;20230428;105328;101030.000000000;1
SPFB.RTS;0;20230428;105328;101030.000000000;1
SPFB.RTS;0;20230428;105328;101030.000000000;1
SPFB.RTS;0;20230428;105329;101030.000000000;1
SPFB.RTS;0;20230428;105329;101030.000000000;2
SPFB.RTS;0;20230428;105330;101040.000000000;1
SPFB.RTS;0;20230428;105330;101040.000000000;2
SPFB.RTS;0;20230428;105332;101040.000000000;2
SPFB.RTS;0;20230428;105332;101040.000000000;1
SPFB.RTS;0;20230428;105332;101040.000000000;1
SPFB.RTS;0;20230428;105333;101050.000000000;1
SPFB.RTS;0;20230428;105333;101050.000000000;1
SPFB.RTS;0;20230428;105333;101050.000000000;1
SPFB.RTS;0;20230428;105333;101050.000000000;1
SPFB.RTS;0;20230428;105333;101050.000000000;1
SPFB.RTS;0;20230428;105333;101050.000000000;1
SPFB.RTS;0;20230428;105333;101050.000000000;2
SPFB.RTS;0;20230428;105333;101050.000000000;1
SPFB.RTS;0;20230428;105334;101050.000000000;1
SPFB.RTS;0;20230428;105334;101050.000000000;1
SPFB.RTS;0;20230428;105336;101040.000000000;2
SPFB.RTS;0;20230428;105338;101060.000000000;1
SPFB.RTS;0;20230428;105338;101060.000000000;2
SPFB.RTS;0;20230428;105338;101060.000000000;1
SPFB.RTS;0;20230428;105338;101070.000000000;1
SPFB.RTS;0;20230428;105338;101070.000000000;1
SPFB.RTS;0;20230428;105338;101070.000000000;1
SPFB.RTS;0;20230428;105338;101070.000000000;2
SPFB.RTS;0;20230428;105338;101070.000000000;1
SPFB.RTS;0;20230428;105338;101070.000000000;1
SPFB.RTS;0;20230428;105338;101070.000000000;1
SPFB.RTS;0;20230428;105338;101070.000000000;2
SPFB.RTS;0;20230428;105338;101070.000000000;1
SPFB.RTS;0;20230428;105338;101070.000000000;1
SPFB.RTS;0;20230428;105338;101070.000000000;1
SPFB.RTS;0;20230428;105338;101070.000000000;1
SPFB.RTS;0;20230428;105341;101070.000000000;1
SPFB.RTS;0;20230428;105349;101070.000000000;2
SPFB.RTS;0;20230428;105356;101070.000000000;1
SPFB.RTS;0;20230428;105356;101070.000000000;1
SPFB.RTS;0;20230428;105356;101070.000000000;1
SPFB.RTS;0;20230428;105356;101070.000000000;1
SPFB.RTS;0;20230428;105357;101080.000000000;1
SPFB.RTS;0;20230428;105357;101080.000000000;1
SPFB.RTS;0;20230428;105357;101080.000000000;1
